email_counts,html tag_counts,url_counts,Twitter username_counts,hashtag_counts,character_counts,word_counts,unique word_counts,punctuation mark_counts,uppercase word_counts,lowercase word_counts,digit_counts,alphabetic char_counts,spam_label
0,0,0,0,0,388,73,58,14,0,63,2,300,0
1,1,2,0,0,433,67,60,51,3,21,38,278,0
2,0,0,0,0,4396,709,371,200,17,593,18,3470,0
0,0,0,0,0,1204,214,156,52,7,175,24,915,0
0,0,3,2,0,750,95,72,124,0,62,58,474,0
0,0,1,0,0,195,23,23,14,1,19,12,147,0
0,0,2,0,0,153,6,5,24,1,3,10,114,0
1,0,1,0,0,591,107,86,47,11,67,39,399,0
0,0,2,0,0,300,29,26,42,2,15,39,191,0
1,0,5,0,0,1759,207,168,379,29,127,44,1129,0
1,0,2,0,0,1498,253,158,167,6,198,0,1079,0
1,0,1,0,0,417,65,60,28,3,42,2,323,0
0,0,1,0,0,130,10,10,22,2,3,29,70,0
2,0,0,0,0,1977,321,212,78,4,269,31,1548,0
2,1,2,0,0,989,125,103,189,3,82,38,638,0
0,0,1,0,0,313,44,41,29,4,36,25,216,0
0,0,4,0,0,364,37,36,54,1,20,14,260,0
3,0,1,0,0,2414,479,249,247,6,291,66,1623,0
2,0,0,0,0,1325,211,149,49,3,151,46,1020,0
1,1,3,0,0,912,133,105,132,3,92,34,614,0
0,0,0,0,0,446,83,68,26,3,70,0,338,0
0,0,1,0,0,161,17,17,15,1,12,12,118,0
0,0,1,0,0,309,44,39,26,3,35,24,216,0
3,1,1,0,0,1154,186,136,126,4,150,45,798,0
1,0,0,0,1,678,121,84,44,4,99,3,511,0
1,0,2,0,0,981,130,104,158,8,108,15,679,0
0,0,4,0,0,1245,171,131,83,2,150,23,967,0
0,0,6,1,0,1432,143,111,348,2,90,103,839,0
1,2,1,0,0,511,60,56,123,4,38,0,329,0
4,1,0,0,0,6902,1149,656,340,32,905,78,5336,0
1,0,5,0,0,1162,165,118,238,7,110,5,755,0
1,1,1,0,0,288,32,29,68,1,26,0,189,0
1,0,2,0,0,1126,105,91,232,3,70,51,739,0
4,1,1,0,1,1913,326,213,205,5,231,55,1328,0
0,0,0,0,0,570,100,83,24,2,76,12,435,0
1,27,2,0,62,11711,1542,435,2782,52,1015,830,6558,0
0,0,1,0,0,156,15,15,21,2,11,29,92,0
0,0,0,0,0,1262,228,139,53,9,196,3,979,0
1,1,2,0,0,1445,238,173,139,16,176,17,1052,0
0,0,1,0,0,110,7,7,21,2,1,30,53,0
1,0,0,0,0,470,80,67,41,3,62,1,349,0
0,0,0,0,0,2022,383,230,103,2,309,6,1531,0
12,1,21,0,1,4093,507,253,634,19,299,252,2701,0
0,0,0,0,0,525,96,79,31,1,78,0,399,0
0,0,1,0,0,972,145,117,85,5,110,12,731,0
1,0,3,0,0,2360,381,271,222,4,310,26,1728,0
4,0,1,0,0,435,63,58,50,3,37,1,322,0
0,0,0,0,0,3206,571,341,130,16,505,11,2495,0
5,0,0,0,0,2104,377,235,163,20,296,15,1550,0
1,0,0,0,0,1080,202,126,74,19,156,4,801,0
0,0,1,0,0,248,25,25,31,2,15,29,164,0
1,0,4,1,0,1283,155,109,300,6,105,55,774,0
0,0,0,0,0,1836,318,183,75,3,290,4,1440,0
0,0,1,0,0,210,24,24,26,2,18,29,132,0
1,1,0,0,0,109,16,16,7,0,14,0,87,0
2,0,3,0,0,742,91,78,168,3,61,6,478,0
1,0,5,0,0,780,77,69,236,0,53,14,454,0
1,0,3,0,0,3449,515,301,268,4,402,170,2497,0
1,0,1,0,0,690,111,80,39,12,91,9,532,0
2,1,2,0,0,1105,174,127,132,4,116,17,783,0
1,0,2,0,0,787,128,104,47,2,104,0,613,0
0,0,1,0,0,1220,199,149,122,3,169,8,892,0
2,1,3,0,0,1076,135,110,200,5,89,51,691,0
0,0,2,1,0,584,76,60,103,0,55,26,380,0
2,2,2,0,0,1214,225,148,105,14,128,54,831,0
0,0,1,0,0,200,28,27,14,2,19,16,143,0
6,0,1,0,0,1414,200,148,107,6,141,37,1071,0
0,0,0,0,0,1393,253,178,73,19,191,17,1051,0
1,0,0,0,0,7905,1415,624,446,148,1091,30,6015,0
0,0,3,0,0,393,39,38,56,1,19,23,276,0
0,0,1,0,0,381,59,52,87,1,48,0,236,0
1,1,0,0,0,880,158,115,57,3,131,4,662,0
1,0,2,0,0,4554,775,385,232,17,669,40,3508,0
2,0,1,0,0,1661,278,175,49,10,244,6,1329,0
0,0,2,1,0,608,78,62,107,0,56,34,390,0
0,0,4,0,2,1427,181,147,122,10,114,81,1044,0
0,0,4,0,0,790,106,86,66,3,71,28,591,0
0,0,2,1,0,575,74,60,103,0,54,28,371,0
3,2,2,0,0,2509,443,263,211,8,301,89,1767,0
1,1,2,0,0,695,119,105,52,3,68,42,483,0
1,1,1,0,0,828,120,91,108,5,96,1,600,0
0,0,2,1,0,582,73,59,104,0,54,27,379,0
2,1,2,0,1,2286,382,254,150,11,319,18,1737,0
0,0,0,0,0,907,167,119,36,6,142,9,696,0
0,0,0,0,0,311,55,47,27,7,36,0,230,0
1,1,1,0,0,531,79,73,69,6,40,19,365,0
5,5,3,0,0,6076,934,530,290,11,769,61,4792,0
1,0,1,0,0,879,156,108,136,2,112,5,583,0
1,0,1,0,0,2069,357,230,88,3,319,14,1611,0
0,0,0,0,0,1028,174,135,32,7,143,13,810,0
0,0,2,0,1,776,134,110,55,1,99,13,575,0
1,0,0,0,0,316,51,43,31,3,32,22,213,0
0,0,0,0,0,1133,213,156,42,5,192,6,873,0
2,2,2,0,0,1839,270,196,301,6,205,29,1240,0
1,0,2,0,0,711,83,72,144,0,66,0,485,0
2,0,0,0,0,767,136,107,63,12,86,12,557,0
0,0,0,0,0,10970,1912,936,615,55,1636,70,8374,0
1,0,2,0,0,653,77,71,139,6,50,6,432,0
1,1,5,0,0,870,76,70,205,3,41,40,550,0
1,0,2,0,0,881,111,93,185,1,77,12,574,0
0,0,1,0,0,104,5,5,22,2,2,30,48,0
4,0,0,0,0,924,149,127,70,9,99,12,694,0
1,1,1,0,0,936,157,120,81,12,99,19,680,0
1,0,1,0,0,305,42,40,23,1,31,20,221,0
2,2,3,0,0,2041,314,220,347,19,216,35,1346,0
1,0,0,0,0,1385,226,151,44,6,195,14,1102,0
1,0,3,0,0,2728,442,273,280,29,327,43,1964,0
0,0,1,0,0,177,17,16,24,2,10,29,108,0
0,0,3,0,0,892,132,97,71,3,87,30,660,0
0,0,4,0,0,1001,145,116,76,8,112,25,753,0
1,0,2,0,0,988,141,113,188,6,99,19,641,0
1,1,1,0,0,995,156,124,134,9,114,17,689,0
0,0,1,0,0,202,25,24,25,2,15,29,124,0
0,0,4,1,0,1157,135,93,295,0,93,68,660,0
2,0,1,0,7,2195,331,215,158,7,176,145,1562,0
1,1,7,0,0,1345,181,126,261,5,108,14,890,0
3,3,9,0,0,1998,255,153,415,7,177,59,1270,0
1,0,2,0,0,3085,424,259,392,28,325,51,2219,0
0,0,4,0,1,294,28,28,44,1,18,0,223,0
2,0,1,0,0,716,126,95,58,1,94,16,517,0
3,0,3,0,0,1167,157,122,197,2,105,24,790,0
0,0,1,0,0,572,90,62,33,1,75,1,449,0
2,2,2,0,0,2118,370,221,269,13,231,34,1446,0
0,1,2,0,0,1249,204,145,67,4,180,14,965,0
3,2,2,1,0,1146,151,119,207,6,105,10,779,0
2,0,1,0,0,605,97,71,79,13,52,3,427,0
2,0,1,0,0,480,79,66,28,6,61,0,374,0
2,0,2,0,0,3683,547,343,152,9,418,41,2944,0
2,3,2,0,0,1649,233,173,294,7,170,24,1099,0
3,0,2,0,0,709,113,87,50,0,103,8,539,0
1,0,1,0,0,852,144,112,41,3,112,9,659,0
1,0,5,0,0,806,98,83,177,2,75,3,529,0
0,0,1,0,0,522,88,72,42,4,54,9,384,0
0,0,1,0,0,567,99,90,36,2,81,10,423,0
0,0,2,0,0,417,59,51,93,4,45,1,264,0
0,0,5,1,0,1188,140,97,308,1,88,58,683,0
3,1,2,1,0,1628,295,181,171,12,220,6,1157,0
4,4,2,0,0,1385,209,161,158,12,117,52,967,0
1,1,2,0,0,412,54,53,35,2,30,0,324,0
4,1,1,0,0,837,139,119,137,30,85,28,534,0
1,0,2,0,0,1147,174,131,179,11,128,17,778,0
5,2,3,0,0,1172,184,131,122,7,93,20,847,0
2,2,1,0,0,1270,220,158,79,3,160,1,971,0
2,0,2,0,0,1005,170,134,107,10,115,41,688,0
2,0,1,0,0,732,123,92,57,8,81,23,530,0
1,1,1,0,0,451,66,59,79,1,50,16,291,0
3,0,4,0,0,1232,199,137,127,20,115,30,877,0
1,0,0,0,0,1054,184,142,60,4,143,18,793,0
2,0,4,0,0,1642,235,130,309,2,167,30,1069,0
2,0,2,0,0,2702,433,267,155,13,364,6,2109,0
5,8,3,0,0,11647,1819,937,1334,56,1516,108,8387,0
3,0,1,0,0,580,83,67,54,1,53,17,427,0
1,0,2,0,0,2087,368,209,218,13,272,50,1452,0
4,0,2,0,0,556,65,52,81,4,47,3,408,0
2,0,1,0,0,1011,171,126,78,7,123,24,739,0
1,0,3,0,0,1484,225,159,183,9,175,18,1059,0
1,0,0,0,0,475,89,68,37,5,69,12,338,0
0,0,1,0,0,203,34,30,17,2,17,12,141,0
1,0,2,0,0,3280,569,284,258,4,490,62,2392,0
0,0,1,0,0,349,54,49,20,1,42,6,270,0
2,0,1,0,0,5938,1051,508,233,59,846,98,4557,0
4,1,2,0,0,2330,419,238,210,26,297,19,1683,0
3,2,2,0,0,856,105,94,164,2,69,10,578,0
2,0,1,0,0,812,129,108,74,5,98,20,590,0
4,0,3,0,0,10780,1742,874,384,16,1544,71,8584,0
2,0,1,0,0,309,39,35,41,3,22,5,225,0
1,0,1,0,0,513,100,67,67,4,45,15,332,0
1,1,1,0,0,368,48,43,82,0,34,12,227,0
2,0,1,0,0,999,162,115,65,5,133,12,761,0
0,0,3,2,0,753,95,72,127,0,64,55,477,0
3,1,1,0,0,805,151,105,83,12,80,23,549,0
2,0,2,0,0,902,159,112,68,1,109,26,650,0
4,0,2,0,0,1135,188,136,82,4,150,16,850,0
4,0,1,0,0,696,99,80,62,5,73,4,532,0
2,0,2,0,0,1344,194,146,172,9,148,16,963,0
1,1,4,0,0,854,127,98,133,6,94,8,587,0
3,0,1,0,0,928,151,118,75,6,112,20,683,0
2,0,1,0,6,950,174,128,143,19,89,45,578,0
3,0,4,0,0,878,132,106,97,5,98,27,623,0
2,0,1,0,0,531,86,72,46,1,59,16,384,0
4,2,2,0,2,3161,517,309,327,11,396,39,2279,0
4,0,2,0,0,1038,178,122,106,5,106,16,739,0
1,0,3,0,0,1157,169,132,182,6,126,18,789,0
3,0,1,0,0,1169,207,145,73,9,154,24,866,0
5,1,2,0,0,2064,358,202,274,15,225,10,1423,0
2,0,1,0,0,644,101,87,44,3,76,8,492,0
1,0,1,0,0,449,59,54,81,4,43,2,308,0
5,0,2,0,0,3420,546,351,194,11,484,24,2657,0
3,1,1,0,0,1099,174,131,77,1,134,0,849,0
1,0,2,0,0,1830,304,199,224,5,224,39,1264,0
2,9,1,0,0,3088,502,276,331,25,363,193,2063,0
1,0,2,0,0,1588,272,194,75,5,235,6,1236,0
0,0,2,0,0,800,112,93,96,2,99,1,592,0
0,0,1,0,0,330,58,49,28,2,40,14,231,0
1,2,2,0,0,7238,1213,635,264,7,1000,81,5681,0
1,0,1,0,0,408,64,55,31,0,55,0,314,0
2,0,1,0,0,630,99,77,40,5,75,0,492,0
2,0,2,0,0,1183,184,137,120,2,146,1,879,0
1,0,2,0,0,1409,218,151,190,3,165,35,967,0
3,4,1,0,0,1248,201,153,78,2,161,0,970,0
2,0,5,0,0,2166,339,188,383,6,210,51,1394,0
0,0,2,0,0,2904,470,299,216,5,359,37,2182,0
0,0,1,0,0,536,103,76,54,9,61,12,368,0
6,1,2,0,0,1815,292,198,134,9,218,26,1364,0
4,0,1,0,0,8482,1479,705,400,53,1225,30,6574,0
0,0,1,0,0,899,153,98,45,0,131,0,702,0
2,1,2,0,0,1054,164,118,66,1,141,0,825,0
2,1,2,0,0,1818,249,175,331,5,191,8,1231,0
9,4,5,0,0,4141,679,273,965,21,343,79,2415,0
2,0,2,0,0,756,93,86,152,6,67,6,506,0
2,0,1,0,0,1374,261,160,85,7,191,4,1025,0
2,2,3,0,0,1064,124,108,288,4,71,48,605,0
2,2,2,0,0,1371,238,167,166,7,147,32,936,0
2,0,1,0,0,832,146,113,53,9,104,16,618,0
4,0,1,0,0,871,131,108,58,4,103,2,681,0
0,0,1,0,0,354,62,56,29,1,50,5,259,0
1,1,1,0,0,237,26,25,63,0,21,0,149,0
1,0,2,0,0,2169,340,204,242,23,244,48,1540,0
5,0,3,0,0,3153,510,307,167,11,428,50,2416,0
2,0,1,0,0,1156,191,129,68,8,158,41,857,0
2,0,1,0,0,285,35,35,35,1,18,17,199,0
0,0,1,0,0,853,143,99,70,5,102,12,629,0
3,2,6,0,0,1175,137,115,297,6,85,29,713,0
2,0,1,0,0,1167,187,129,47,13,148,3,931,0
1,0,2,0,0,851,119,97,150,4,89,0,583,0
1,1,3,0,0,7433,1107,576,610,37,917,76,5641,0
2,1,1,0,0,903,158,118,82,6,118,7,657,0
2,0,1,0,0,1256,219,132,161,10,148,16,861,0
1,0,2,0,0,453,49,46,80,3,28,21,304,0
1,1,3,0,1,385,34,30,90,0,29,10,252,0
3,0,1,0,0,1471,242,179,96,10,186,22,1112,0
2,0,2,0,0,969,160,119,113,11,78,24,673,0
0,0,2,0,0,564,80,64,29,1,71,31,425,0
3,0,4,0,0,1976,269,192,208,1,237,86,1414,0
1,2,2,0,0,1210,206,141,147,0,157,17,841,0
4,1,2,0,0,2506,417,240,249,13,335,16,1825,0
2,0,1,0,0,486,75,67,43,2,53,6,363,0
1,0,3,0,0,1350,190,158,208,11,114,60,893,0
1,2,2,0,0,1530,176,137,312,4,118,94,949,0
4,3,4,0,0,2693,378,247,241,13,279,57,2018,0
2,0,3,0,0,522,71,61,78,5,34,18,356,0
2,0,1,0,0,663,98,87,38,4,71,14,514,0
2,0,1,0,0,1002,190,130,40,20,151,4,769,0
2,1,1,0,0,878,131,106,115,4,106,11,622,0
0,0,4,0,0,741,120,87,65,2,87,1,556,0
3,0,3,0,0,2528,393,269,236,17,318,14,1884,0
1,2,2,0,1,793,112,95,164,5,69,10,508,0
1,0,1,0,0,435,73,56,30,1,63,0,333,0
1,0,2,1,0,1247,147,118,220,8,113,29,852,0
0,0,4,0,0,1147,146,108,99,0,110,25,878,0
0,0,1,0,0,339,54,48,24,5,41,0,262,0
3,5,5,0,3,1887,261,181,201,7,222,21,1405,0
1,0,1,0,0,678,105,83,97,4,77,3,474,0
0,0,1,0,0,975,168,122,39,3,147,0,769,0
2,0,1,0,0,902,153,117,62,5,107,16,672,0
1,0,1,0,0,458,62,49,83,1,42,0,314,0
2,0,1,0,0,811,125,83,38,3,103,17,632,0
2,2,3,0,0,1183,156,125,276,4,105,22,730,0
2,0,2,0,0,1372,204,150,208,3,159,17,944,0
2,1,1,0,0,723,100,87,63,7,53,13,548,0
3,0,1,0,0,1136,187,137,95,4,115,21,834,0
4,0,2,0,0,959,163,109,85,7,111,14,698,0
1,0,1,0,0,447,77,64,35,5,52,1,335,0
0,1,1,0,0,717,111,79,49,0,96,15,543,0
2,0,2,0,0,811,141,106,66,6,98,22,583,0
1,0,4,0,0,14082,2265,1048,508,50,1911,85,11225,0
4,5,4,0,0,4222,638,400,260,29,537,78,3247,0
0,0,1,0,0,733,122,90,27,0,110,0,585,0
2,0,1,0,0,2074,358,218,83,44,271,25,1609,0
4,1,3,0,0,1812,299,208,212,12,218,37,1261,0
0,0,0,0,0,192,29,29,4,2,16,4,156,0
6,1,3,0,0,1406,164,133,286,0,105,63,894,0
1,1,3,0,0,3971,667,363,353,19,540,31,2921,0
1,0,3,0,0,1070,134,117,190,7,69,51,696,0
7,0,2,0,0,2501,458,264,177,22,316,33,1832,0
1,0,1,0,0,858,134,108,85,10,110,12,628,0
4,0,1,0,0,1125,175,147,113,2,141,18,820,0
1,0,1,0,0,2135,351,210,194,5,272,15,1576,0
0,0,1,0,0,192,29,28,23,3,19,0,141,0
2,0,1,0,0,715,121,89,93,1,61,18,484,0
14,6,1,0,0,5320,887,456,183,72,690,23,4228,0
2,0,1,0,0,1139,119,87,205,0,90,6,810,0
5,0,5,0,0,3217,568,323,247,25,409,99,2304,0
2,0,3,0,0,646,98,71,55,3,71,11,483,0
4,2,6,0,0,2481,423,174,645,10,171,70,1344,0
2,0,1,0,0,314,39,38,25,0,29,0,251,0
3,1,2,1,0,828,130,104,130,6,82,2,567,0
2,0,2,0,0,949,144,98,58,6,114,2,746,0
2,0,1,0,0,2545,466,259,159,7,377,34,1887,0
2,0,3,0,0,2482,440,257,161,16,365,1,1881,0
1,1,6,0,0,3564,496,291,468,11,389,59,2542,0
1,0,4,0,0,1880,259,172,409,5,167,20,1193,0
1,1,1,0,0,195,13,13,67,0,7,0,116,0
1,0,2,0,0,998,96,81,317,2,67,46,540,0
2,0,1,0,0,1112,185,140,94,11,153,5,829,0
1,0,1,0,0,548,77,67,82,2,61,11,379,0
2,0,1,0,0,1243,207,141,99,5,165,11,927,0
1,0,2,0,0,566,60,52,134,4,45,26,347,0
3,0,2,0,2,3302,550,358,149,16,410,37,2567,0
6,0,3,0,0,1373,208,142,138,10,120,49,978,0
2,0,1,0,0,1247,216,154,93,3,167,24,915,0
2,0,1,0,0,624,103,88,44,2,77,18,460,0
1,1,1,0,0,487,70,57,75,6,53,0,343,0
3,0,2,0,0,844,132,101,66,2,102,41,606,0
2,0,2,0,0,201,16,16,26,0,8,0,160,0
5,0,1,0,0,1761,290,170,245,12,177,27,1200,0
2,0,1,0,0,433,64,61,57,2,37,16,297,0
1,0,3,0,0,1160,163,136,179,1,114,20,799,0
2,0,3,0,0,849,114,76,174,5,51,34,528,0
2,0,1,0,0,1854,301,204,73,12,242,10,1471,0
2,2,3,0,0,1665,241,180,320,12,172,41,1064,0
2,2,3,0,0,1257,163,130,279,9,113,41,775,0
7,4,2,0,0,2279,361,252,154,9,283,12,1753,0
2,2,2,1,0,1156,218,136,152,23,69,75,712,0
2,0,1,0,0,990,167,122,63,0,146,6,755,0
2,1,1,0,0,1180,194,138,137,6,142,15,835,0
2,0,1,0,0,830,135,107,55,4,105,16,625,0
0,0,0,0,0,565,77,55,78,4,61,21,390,0
2,2,1,0,0,3854,660,374,231,22,519,26,2938,0
2,0,1,0,0,344,48,47,32,2,28,16,249,0
2,0,2,0,0,629,84,76,99,1,50,12,435,0
0,0,2,0,0,155,15,15,21,0,13,0,120,0
2,0,2,0,0,389,52,45,35,2,35,1,302,0
1,1,3,0,0,8212,1281,701,301,11,1053,102,6529,0
1,1,0,0,0,3132,523,318,93,10,428,5,2512,0
2,0,2,0,0,8486,1300,615,256,28,1139,22,6909,0
2,0,15,0,0,5275,639,449,688,38,323,160,3789,0
1,0,2,0,0,771,115,90,41,5,92,41,575,0
3,0,6,0,0,1858,209,118,443,9,139,18,1189,0
3,0,1,0,1,681,105,86,52,7,77,5,520,0
2,0,1,0,0,1009,181,134,51,10,152,6,772,0
2,2,2,0,0,5503,942,563,241,10,818,30,4291,0
1,0,2,0,0,1075,143,112,270,6,85,10,653,0
5,1,3,0,0,2148,327,205,285,11,261,20,1517,0
2,2,2,0,0,404,48,48,47,2,22,0,310,0
1,0,3,0,0,2082,357,243,113,11,278,25,1588,0
1,1,2,0,0,397,46,42,96,2,25,16,240,0
2,0,1,0,0,1061,168,131,57,7,135,0,837,0
2,0,1,0,0,1014,169,129,64,5,130,21,761,0
2,0,1,0,0,1048,192,128,77,9,125,16,764,0
3,0,1,0,0,1019,158,112,146,7,120,2,714,0
3,1,2,0,0,1279,222,145,143,3,153,41,874,0
1,1,2,0,0,404,48,46,27,0,28,0,330,0
3,0,2,0,0,751,114,94,61,1,87,30,546,0
1,0,2,0,0,495,53,48,130,1,40,1,312,0
3,0,2,0,0,1640,290,197,87,7,254,26,1238,0
2,2,1,0,0,662,96,79,95,1,66,7,465,0
3,0,1,0,0,964,160,112,114,7,113,10,681,0
2,0,1,0,0,1598,282,198,80,8,241,19,1218,0
2,0,1,0,0,413,68,53,42,1,38,2,302,0
2,0,2,0,0,1415,246,173,89,15,190,66,1015,0
0,0,0,0,0,117,10,10,12,0,8,0,96,0
1,1,1,0,0,833,122,92,136,0,68,17,559,0
4,1,3,0,0,1642,246,185,143,5,185,31,1219,0
1,0,1,0,0,459,71,62,32,6,55,0,357,0
1,1,3,0,0,305,26,23,80,0,22,10,190,0
2,2,2,0,0,1953,316,238,118,6,262,8,1512,0
3,0,4,0,0,1231,166,126,126,12,113,2,938,0
1,0,2,0,0,1115,170,110,54,12,110,13,879,0
2,0,2,0,0,1916,334,214,104,10,288,7,1472,0
2,1,2,0,0,824,108,80,155,3,85,1,560,0
3,0,2,0,0,1103,168,134,90,3,134,33,813,0
1,0,1,0,0,2998,537,302,148,17,457,19,2295,0
2,0,1,0,0,260,30,29,25,1,17,0,206,0
3,2,0,0,0,274,35,34,32,3,21,3,205,0
0,0,1,0,0,378,70,49,32,1,50,0,277,0
1,1,0,0,0,1183,221,148,69,19,160,17,877,0
2,2,1,0,0,713,108,81,110,1,85,0,496,0
3,0,2,0,0,1087,139,112,173,3,100,10,766,0
1,0,2,0,0,490,46,43,137,0,33,0,308,0
0,0,0,0,0,375,65,49,13,1,59,0,298,0
1,0,2,0,0,825,96,84,150,1,80,1,579,0
2,2,2,0,0,1568,305,192,139,12,182,57,1068,0
2,1,1,0,0,1166,214,146,76,2,181,13,864,0
2,0,1,0,0,1871,350,220,114,14,274,28,1380,0
1,0,1,0,0,400,52,49,80,3,29,6,263,0
1,0,2,0,0,1163,175,118,172,2,135,2,815,0
1,0,3,0,0,773,94,82,161,5,60,0,519,0
0,0,3,0,0,698,101,74,70,4,44,30,498,0
2,0,1,0,0,813,141,104,69,12,96,5,599,0
2,2,2,0,0,793,123,101,60,8,89,0,611,0
0,0,2,0,0,329,52,41,23,5,40,0,255,0
8,0,1,0,0,665,101,81,57,4,75,16,492,0
2,0,2,0,0,1453,232,148,221,10,141,46,955,0
0,0,0,0,0,102,19,18,2,0,8,0,82,0
1,0,12,2,0,2470,289,189,579,11,173,126,1477,0
2,0,2,0,0,874,110,76,294,3,67,0,471,0
2,0,1,0,0,2512,497,274,184,9,376,30,1802,0
1,1,0,0,0,537,95,76,33,3,67,12,398,0
1,0,2,0,0,575,70,58,132,3,59,0,374,0
0,0,1,0,0,1625,299,207,83,13,247,7,1237,0
8,5,4,0,0,1803,225,144,433,4,132,26,1120,0
2,0,1,0,0,423,63,59,40,1,39,16,305,0
1,1,2,0,0,1643,307,194,92,15,224,38,1207,0
2,0,1,0,0,760,140,102,55,6,105,14,552,0
2,0,2,0,0,308,34,34,33,0,24,0,242,0
5,2,8,0,0,2454,317,162,675,10,129,51,1412,0
3,0,2,0,0,2294,430,247,145,1,373,36,1684,0
2,2,1,0,0,256,24,24,74,0,12,19,140,0
4,0,1,0,0,919,139,105,62,5,97,2,717,0
1,0,1,0,0,303,44,36,26,1,31,12,222,0
1,0,1,0,0,1224,207,145,59,6,168,6,953,0
0,0,2,0,0,8580,1347,674,347,12,1129,53,6834,0
3,3,2,0,0,1380,193,147,296,9,121,25,867,0
3,1,1,0,2,6450,1011,504,536,23,839,92,4812,0
1,1,1,0,0,836,132,106,96,5,93,24,585,0
1,1,4,0,0,23795,4259,1382,864,137,3620,102,18570,0
1,1,1,0,0,462,58,49,94,0,42,0,311,0
13,9,14,0,0,5451,753,437,953,42,388,153,3593,0
2,0,1,0,0,306,40,36,25,0,31,3,239,0
0,0,1,0,0,199,34,31,19,2,18,6,141,0
1,1,1,0,0,1684,297,188,176,14,205,23,1189,0
2,3,3,0,0,1304,178,127,280,15,117,27,820,0
0,0,3,0,0,1608,249,197,135,22,178,24,1201,0
4,0,2,0,0,1459,257,156,81,10,216,27,1095,0
0,0,1,0,0,744,120,102,31,3,94,7,587,0
3,3,3,0,0,1021,171,119,141,5,92,12,698,0
2,0,1,0,0,3168,543,309,118,32,455,53,2455,0
4,3,2,0,0,4914,685,371,634,11,388,672,2924,0
1,1,3,0,0,632,99,82,61,0,61,6,467,0
1,0,5,0,0,777,77,63,168,4,56,13,520,0
0,0,1,0,0,372,61,52,20,3,45,2,290,0
1,0,2,0,0,474,61,57,38,1,51,4,372,0
2,2,2,0,0,716,55,52,57,4,24,304,301,0
0,0,3,0,0,2775,497,284,163,17,404,43,2073,0
2,2,5,0,0,999,126,107,104,4,73,24,746,0
2,2,2,0,0,1478,280,154,117,5,168,54,1028,0
0,0,1,0,0,219,32,30,24,1,18,11,153,0
1,1,1,0,0,295,31,30,80,2,22,0,185,0
2,0,2,0,0,343,46,43,32,1,32,1,265,0
3,2,2,0,0,1004,144,109,167,6,121,5,689,0
4,0,2,0,0,2592,354,279,228,20,214,15,1996,0
2,1,1,0,0,1762,284,191,101,12,247,0,1376,0
2,1,1,0,0,933,166,109,58,10,127,14,696,0
0,0,2,0,0,3040,471,277,128,12,378,102,2340,0
4,2,3,0,0,3336,593,355,280,16,480,58,2400,0
3,1,1,0,0,1540,273,171,93,3,217,17,1158,0
2,0,1,0,0,1075,176,134,111,8,121,4,784,0
2,0,1,0,0,993,150,135,123,13,94,46,675,0
1,1,2,0,0,518,64,54,129,4,47,0,326,0
5,3,6,0,0,1729,206,171,259,3,134,30,1235,0
8,0,3,0,0,881,111,85,96,4,67,19,656,0
0,0,5,0,0,1108,159,117,83,4,122,35,832,0
0,0,1,0,0,273,40,38,23,0,18,10,201,0
0,0,1,0,0,349,71,53,32,4,49,1,246,0
0,0,1,0,0,740,107,93,49,3,82,6,579,0
1,0,2,0,0,3815,604,301,234,141,337,317,2661,0
1,0,1,0,0,2586,455,301,170,10,284,44,1917,0
3,0,2,0,0,1189,179,121,201,7,102,6,804,0
2,0,1,0,0,350,44,39,26,0,33,0,281,0
2,0,1,0,0,2351,340,201,167,13,301,78,1767,0
1,1,2,0,0,1136,208,139,80,5,132,38,811,0
2,0,8,0,0,2017,265,192,391,10,168,42,1320,0
1,0,4,1,0,1464,188,142,312,1,141,46,919,0
0,0,1,0,0,474,88,72,36,10,62,0,351,0
1,0,2,0,0,987,204,97,143,2,79,87,554,0
1,1,2,0,0,2028,320,237,236,11,242,5,1468,0
1,0,1,0,0,358,41,38,69,1,31,0,249,0
1,0,2,0,0,2660,499,275,147,11,376,19,1996,0
1,0,1,0,0,1034,175,135,100,12,125,19,741,0
2,0,2,0,0,336,18,18,60,0,10,21,238,0
5,0,5,3,0,1625,171,128,384,6,120,13,1058,0
3,3,2,0,3,2009,328,215,333,12,217,42,1307,0
2,0,1,0,0,1879,339,217,85,23,268,5,1451,0
0,0,1,0,0,1747,283,174,43,4,258,0,1422,0
2,1,3,0,0,398,43,39,85,3,25,2,269,0
0,0,1,0,0,545,96,77,41,2,74,0,409,0
2,0,1,0,0,770,136,114,70,5,97,3,562,0
4,0,2,0,0,1336,249,165,122,8,146,35,931,0
0,0,3,0,0,179,17,17,25,0,12,0,138,0
3,2,2,0,0,2546,458,266,129,25,350,13,1947,0
2,0,1,0,0,561,91,68,41,2,68,11,419,0
1,1,1,0,0,467,60,57,93,0,20,17,298,0
1,1,1,0,0,727,105,84,117,2,53,21,485,0
1,0,3,0,0,1822,288,204,185,8,219,16,1334,0
1,0,2,0,0,755,97,81,152,4,77,0,507,0
1,0,3,0,0,1025,171,116,127,2,143,4,724,0
2,0,1,0,0,379,52,47,28,1,39,0,300,0
2,0,2,0,0,587,96,79,43,2,69,10,439,0
4,0,1,0,0,1174,212,147,93,8,144,14,856,0
3,0,2,0,0,690,107,83,52,1,85,26,506,0
